Address,FirstDraw
49XX S KILPATRICK AVE,5.5
49XX S KILPATRICK AVE,3.8
49XX S KILPATRICK AVE,5.9
49XX S KILPATRICK AVE,1.8
49XX S KILPATRICK AVE,6.5
49XX S KIMBARK AVE,<1
49XX S KIMBARK AVE,2.3
49XX S KIMBARK AVE,1.3
49XX S KNOX AVE,2.3
49XX S KNOX AVE,4.2
49XX S KOMENSKY AVE,3.1
49XX S KOMENSKY AVE,2.1
49XX S LA CROSSE AVE,4
49XX S LA CROSSE AVE,1.5
49XX S LA CROSSE AVE,1.9
49XX S LA CROSSE AVE,2
49XX S LAFLIN ST,1.7
49XX S LAFLIN ST,1.6
49XX S LAKE SHORE DR,< 1
49XX S LAPORTE AVE,5.1
49XX S LAPORTE AVE,5.1
49XX S LAPORTE AVE,See Follow-Up Sequential Sampling Table for Results
49XX S LEAMINGTON AVE,2.3
49XX S LOOMIS BLVD,< 1
49XX S MICHIGAN AVE,<1.0
49XX S MICHIGAN AVE,<0.5
49XX S PAULINA ST,<0.5
49XX S ROCKWELL ST,3.8
49XX S ROCKWELL ST,< 1
49XX S SEELEY AVE,<0.5
49XX S TRIPP AVE,4.5
49XX S TRIPP AVE,4.7
49XX S TRIPP AVE,3.2
49XX S TRIPP AVE,3.2
49XX S UNION AVE,3.8
49XX S VINCENNES AVE,< 1
49XX S VINCENNES AVE,1.5
49XX S VINCENNES AVE,< 1
49XX S WASHINGTON PARK CT,2.6
49XX S WASHINGTON PARK CT,See Follow-Up Sequential Sampling Table for Results
49XX S WASHINGTON PARK CT,2.6
49XX S WASHINGTON PARK CT,1.8
49XX S WOLCOTT AVE,1.6
49XX S WOOD ST,See Follow-Up Sequential Sampling Table for Results
49XX S WOOD ST,8.4
49XX S WOODLAWN AVE,3.1
49XX W ADDISON ST,See Follow-Up Sequential Sampling Table for Results
49XX W ADDISON ST,2.8
49XX W ADDISON ST,2.8
49XX W AINSLIE ST,5.5
49XX W AINSLIE ST,2.1
49XX W ALTGELD ST,2.8
49XX W ARGYLE ST,1.4
49XX W ARGYLE ST,1.7
49XX W AUGUSTA BLVD,4.3
49XX W AUGUSTA BLVD,16
49XX W AUGUSTA BLVD,See Follow-Up Sequential Sampling Table for Results
49XX W AUGUSTA BLVD,16
49XX W AUGUSTA BLVD,0.5
49XX W AUGUSTA BLVD,15
49XX W BARRY AVE,2.8
49XX W BARRY AVE,1.3
49XX W BARRY AVE,3.2
49XX W BARRY AVE,5.7
49XX W BARRY AVE,See Follow-Up Sequential Sampling Table for Results
49XX W BARRY AVE,5.7
49XX W BARRY AVE,2.4
49XX W BERENICE AVE,1.8
49XX W BERENICE AVE,5.5
49XX W BERTEAU AVE,2.7
49XX W BLOOMINGDALE AVE,3.1
49XX W BYRON ST,3.6
49XX W BYRON ST,3.6
49XX W BYRON ST,2.8
49XX W BYRON ST,< 1
49XX W CARMEN,See Follow-Up Sequential Sampling Table for Results
49XX W CARMEN,3.7
49XX W CARMEN AVE,2
49XX W CARMEN AVE,1.8
49XX W CARMEN AVE,3.5
49XX W CARMEN AVE,< 1
49XX W CARMEN AVE,3.7
49XX W CATALPA AVE,< 1
49XX W CONGRESS PKWY,< 1
49XX W CORTEZ ST,1.2
49XX W CORTEZ ST,4.2
49XX W CRYSTAL ST,1.5
49XX W CULLOM AVE,3.6
49XX W CULLOM AVE,4
49XX W CULLOM AVE,< 1
49XX W CULLOM AVE,3.9
49XX W DEMING PL,3.5
49XX W DIVERSEY PKWY,6.1
49XX W DRUMMOND PL,< 1
49XX W EDDY ST,3
49XX W EDDY ST,3.6
49XX W EDDY ST,See Follow-Up Sequential Sampling Table for Results
49XX W EDDY ST,1.7
49XX W EDDY ST,25
49XX W ERIE ST,2.7
49XX W ERIE ST,< 1
49XX W ERIE ST,18
49XX W ERIE ST,See Follow-Up Sequential Sampling Table for Results
49XX W ERIE ST,18
49XX W FERDINAND AVE,See Follow-Up Sequential Sampling Table for Results
49XX W FERDINAND ST,10
49XX W FERDINAND ST,7.1
49XX W FERDINAND ST,7.1
49XX W FLETCHER ST,1.3
49XX W FLETCHER ST,4.6
49XX W FULTON ST,1.4
49XX W GEORGE ST,4.3
49XX W GEORGE ST,< 1
49XX W GEORGE ST,0.7
49XX W GLADYS AVE,1.6
49XX W GLADYS AVE,1.5
49XX W GLADYS AVE,5.4
49XX W GLADYS AVE,1.1
49XX W GUNNISON ST,2.5
49XX W HENDERSON ST,0.8
49XX W HIRSCH ST,1.2
49XX W HUTCHINSON ST,< 1
49XX W IOWA ST,1.8
49XX W JACKSON BLVD,1.2
49XX W JACKSON BLVD,1.7
49XX W KAMERLING AVE,6.6
49XX W KAMERLING AVE,6.6
49XX W KAMERLING AVE,5.6
49XX W KAMERLING AVE,3.1
49XX W KAMERLING AVE,3.6
49XX W LEXINGTON ST,1.8
49XX W MELROSE ST,1.9
49XX W MONROE ST,1.4
49XX W MONROE ST,<0.5
49XX W MONTANA ST,11
49XX W MONTANA ST,Customer declined further testing
49XX W MONTANA ST,1.8
49XX W MONTROSE AVE,< 1
49XX W NELSON ST,1.2
49XX W NEWPORT AVE,<0.5
49XX W NEWPORT AVE,1.8
49XX W OAKDALE AVE,See Follow-Up Sequential Sampling Table for Results
49XX W OAKDALE AVE,6.9
49XX W OAKDALE AVE,2.9
49XX W OAKDALE AVE,25
49XX W OAKDALE AVE,25
49XX W OHIO ST,< 1
49XX W PARKER AVE,6.3
49XX W PATTERSON AVE,2.4
49XX W PENSACOLA AVE,2.7
49XX W PENSACOLA AVE,2.8
49XX W PENSACOLA AVE,3.5
49XX W POTOMAC AVE,2.4
49XX W RICE ST,0.7
49XX W ROSCOE ST,< 1
49XX W ROSCOE ST,3.1
49XX W ROSCOE ST,9.5
49XX W ROSCOE ST,See Follow-Up Sequential Sampling Table for Results
49XX W ROSCOE ST,9.5
49XX W ROSCOE ST,4.3
49XX W ROSCOE ST,See Follow-Up Sequential Sampling Table for Results
49XX W ROSCOE ST,3.8
49XX W SAINT PAUL AVE,3.6
49XX W SCHOOL,See Follow-Up Sequential Sampling Table for Results
49XX W SCHOOL,10
49XX W SCHOOL ST,10
49XX W SCHUBERT AVE,6.5
49XX W SUNNYSIDE AVE,1.7
49XX W SUNNYSIDE AVE,1.2
49XX W SUPERIOR ST,0.7
49XX W VAN BUREN ST,4.3
49XX W VAN BUREN ST,1.4
49XX W WABANSIA AVE,2.9
49XX W WALTON ST,5.4
49XX W WALTON ST,See Follow-Up Sequential Sampling Table for Results
49XX W WARWICK AVE,Customer declined further testing
49XX W WARWICK AVE,2.4
49XX W WARWICK AVE,3.5
49XX W WARWICK AVE,9.1
49XX W WARWICK AVE,3.5
49XX W WAVELAND AVE,6.9
49XX W WAVELAND AVE,See Follow-Up Sequential Sampling Table for Results
49XX W WAVELAND AVE,6.9
49XX W WAVELAND AVE,See Follow-Up Sequential Sampling Table for Results
49XX W WAVELAND AVE,6.7
49XX W WAVELAND AVE,Customer declined further testing
49XX W WAVELAND AVE,5
49XX W WAVELAND AVE,9.4
49XX W WAVELAND AVE,9.4
49XX W WELLINGTON AVE,2.1
49XX W WINNEMAC AVE,< 1
49XX W WINNEMAC AVE,2.6
49XX W WINONA ST,6
49XX W WINONA ST,6.2
49XX W WINONA ST,< 1
49XX W WINONA ST,4.6
49XX W WOLFRAM ST,1
49XX W WOLFRAM ST,4.2
49XX W WOLFRAM ST,3.4
49XX W WOLFRAM ST,2.6
49XX W WOLFRAM ST,2.6
49XX W WOLFRAM ST,1.2
49XX W WRIGHTWOOD AVE,<0.5
4XX E 109TH ST,1
4XX E 33RD ST,<0.5
4XX E 37TH ST,<0.5
4XX E 41st St,16
4XX E 42ND PL,3.2
4XX E 42ND ST,< 1
4XX E 44TH ST,< 1
4XX E 46TH PL,4.7
4XX E 46TH PL,2.7
4XX E 46TH ST,8.1
4XX E 46TH ST,See Follow-Up Sequential Sampling Table for Results
4XX E 46TH ST,8.1
4XX E 46TH ST,<0.5
4XX E 74TH ST,4.6
4XX E 87TH PL,4.6
4XX E 87TH PL,2.6
4XX E 87TH ST,1.1
4XX E 87TH ST,51
4XX E 87TH ST,51
4XX E 87TH ST,See Follow-Up Sequential Sampling Table for Results
4XX E 87TH ST,5.7
4XX E 88TH PL,See Follow-Up Sequential Sampling Table for Results
4XX E 88TH PL,3.5
4XX E 88TH PL,3.5
4XX E 88TH ST,8.9
4XX E 88TH ST,6.4
4XX E 88th St,3
4XX E 89TH PL,2.4
4XX E 89TH PL,2.3
4XX E 89TH PL,2.2
4XX E 89TH ST,3
4XX E 89TH ST,3.8
4XX E 89TH ST,3
4XX E 89TH ST,4.7
4XX E 89TH ST,<0.5
4XX E 89TH ST 451,8.3
4XX E 90TH ST,29
4XX E 90TH ST,See Follow-Up Sequential Sampling Table for Results
4XX E 90TH ST,29
4XX E 91ST PL,6.3
4XX E 91ST PL,5.9
4XX E 91ST PL,See Follow-Up Sequential Sampling Table for Results
4XX E 91ST PL,5.9
4XX E 91ST PL,5.7
4XX E 91ST PL,6.6
4XX E 91ST PL**,5.9
4XX E 91ST PL**,See Follow-Up Sequential Sampling Table for Results
4XX E 91ST PL**,6.6
4XX E ERIE ST,< 1
4XX E ERIE ST,2.4
4XX E ILLINOIS ST,< 1
4XX E ILLINOIS ST,< 1
4XX E NORTH WATER ST,< 1
4XX E OAKWOOD BLVD,< 1
4XX E OAKWOOD BLVD,< 1
4XX E OHIO ST,< 1
4XX E OHIO ST,< 1
4XX E OHIO ST,< 1
4XX E OHIO ST,<0.5
4XX E OHIO ST,<0.5
4XX E ONTARIO ST,< 1
4XX E ONTARIO ST,<0.5
4XX E RANDOLPH ST,< 1
4XX E RANDOLPH ST,< 1
4XX E RANDOLPH ST,< 1
4XX E SOUTH WATER ST,< 1
4XX E WATER ST,<0.5
4XX E WATER ST,<0.5
4XX E WATERSIDE DR,< 1
4XX E WATERSIDE DR,< 1
4XX E WATERSIDE DR,<0.5
4XX N ABERDEEN ST,< 1
4XX N ABERDEEN ST,< 1
4XX N ARMOUR ST,< 1
4XX N CARPENTER ST,< 1
4XX N CARPENTER ST,<0.5
4XX N CENTRAL AVE APT,<0.5
4XX N CLINTON ST,< 1
4XX N CLINTON ST,< 1
4XX N CLINTON ST,< 1
4XX N GREEN ST,< 1
4XX N HARDING AVE,1.8
4XX N LA SALLE DR,< 1
4XX N LA SALLE ST,<0.5
4XX N LAKE SHORE DR,1.1
4XX N LAKE SHORE DR,< 1
4XX N LAKE SHORE DR,< 1
4XX N LAKE SHORE DR,2.3
4XX N LAVERGNE AVE,260
4XX N MAY ST,< 1
4XX N MC CLURG CT,<0.5
4XX N MCCLURG CT,< 1
4XX N MCCLURG CT,< 1
4XX N NOBLE ST,<1.0
4XX N PAULINA ST,<0.5
4XX N Racine Ave,<0.5
4XX N RACINE AVE,1.2
4XX N RIDGEWAY AVE,< 1
4XX N RIDGEWAY AVE,1.1
4XX N Saint Louis Ave,2.2
4XX N SANGAMON ST,< 1
4XX N TRUMBULL AVE,3.9
4XX N TRUMBULL AVE,0.7
4XX N WABASH AVE,< 1
4XX N WABASH AVE,< 1
4XX N WABASH AVE,< 1
4XX S CLINTON ST,< 1
4XX S DEARBORN ST,< 1
4XX S DEARBORN ST,< 1
4XX S DEARBORN ST,< 1
4XX S GREEN ST,2.7
4XX S GREEN ST,3
4XX S HAMLIN BLVD,< 1
4XX S HAMLIN BLVD,<0.5
4XX S SANGAMON ST,< 1
4XX W 100TH PL,1.3
4XX W 100TH ST,2
4XX W 101st Pl,1.6
4XX W 101ST ST,4.6
4XX W 102ND ST,1.6
4XX W 103RD PL,3.2
4XX W 104TH ST,1.5
4XX W 104TH ST,< 1
4XX W 107TH ST,2.7
4XX W 116TH ST,1
4XX W 116TH ST,6
4XX W 116TH ST,See Follow-Up Sequential Sampling Table for Results
4XX W 116TH ST,36
4XX W 116TH ST,36
4XX W 117TH ST,2.5
4XX W 117TH ST,1.9
4XX W 117TH ST,1.8
4XX W 125TH PL,0.8
4XX W 126TH PL,6.5
4XX W 126TH ST,5.9
4XX W 126TH ST,28
4XX W 127TH ST,< 1
4XX W 23RD ST,1.5
4XX W 24TH ST,< 1
4XX W 26TH ST,< 1
4XX W 28TH PL,5.6
4XX W 28TH ST,5.1
4XX W 31ST ST,1.5
4XX W 33RD ST,3.5
4XX W 33RD ST,Customer declined further testing
4XX W 37TH PL,< 1
4XX W 37TH PL,<0.5
4XX W 38TH ST,6.4
4XX W 38TH ST,Customer declined further testing
4XX W 38TH ST,<0.5
4XX W 41ST ST,13
4XX W 41ST ST,<1.0
4XX W 42ND PL,< 1
4XX W 42ND PL,1.1
4XX W 42ND PL,<0.5
4XX W 42ND ST,< 1
4XX W 42ND ST,<0.5
4XX W 44TH PL,< 1
4XX W 44TH ST,See Follow-Up Sequential Sampling Table for Results
4XX W 44TH ST,5.7
4XX W 44TH ST,7.8
4XX W 44TH ST,7.8
4XX W 46TH ST,2.6
4XX W 72ND ST,< 1
4XX W 72ND ST,< 1
4XX W 79TH PL,<1.0
4XX W 86TH PL,<0.5
4XX W 96TH ST,2
4XX W 97TH PL,5.7
4XX W 97TH PL,5.7
4XX W 97th St,1.3
4XX W 97TH ST,4.1
4XX W 97TH ST,1.4
4XX W 98TH ST,< 1
4XX W 99TH PL,5.1
4XX W 99TH ST,1.5
4XX W 99TH ST,5.1
4XX W ALDINE AVE,< 1
4XX W ALDINE AVE,< 1
4XX W ALDINE AVE,< 1
4XX W ALDINE AVE,1.7
4XX W ALDINE AVE,< 1
4XX W ALDINE AVE,< 1
4XX W ARLINGTON PL,1.5
4XX W ARMITAGE AVE,1.1
4XX W ARMITAGE AVE,<0.5
4XX W BARRY AVE,< 1
4XX W BARRY AVE,< 1
4XX W BARRY AVE,< 1
4XX W BARRY AVE,< 1
4XX W BARRY AVE,< 1
4XX W BARRY AVE,<0.5
4XX W BARRY AVE,1.9
4XX W BARRY AVE,<0.5
4XX W BELDEN AVE,0.9
4XX W BELMONT AVE,< 1
4XX W BELMONT AVE,< 1
4XX W BELMONT AVE,< 1
4XX W BELMONT AVE,3.7
4XX W BELMONT AVE,< 1
4XX W BELMONT AVE,<0.5
4XX W BELMONT AVE,<0.5
4XX W BELMONT AVE,<0.5
4XX W BRIAR PL,< 1
4XX W BRIAR PL,< 1
4XX W BRIAR PL,< 1
4XX W BRIAR PL,2.4
4XX W BRIAR PL,< 1
4XX W BRIAR PL,< 1
4XX W BRIAR PL,26
4XX W BRIAR PL,See Follow-Up Sequential Sampling Table for Results
4XX W BRIAR PL,<0.5
4XX W BRIAR PL,<1.0
4XX W BRIAR PL,<0.5
4XX W DEMING PL,< 1
4XX W DEMING PL,< 1
4XX W DEMING PL,< 1
4XX W DEMING PL,< 1
4XX W DEMING PL,< 1
4XX W DEMING PL,1.3
4XX W DICKENS AVE,< 1
4XX W Dickens Ave,<0.5
4XX W DICKENS BLVD,<0.5
4XX W DIVERSEY PKWY,<0.5
4XX W DIVERSEY PKWY,<0.5
4XX W DIVISION ST,< 1
4XX W ENGLEWOOD AVE,< 1
4XX W EUGENIE ST,< 1
4XX W EUGENIE ST,< 1
4XX W EUGENIE ST,< 1
4XX W FULLERTON AVE,< 1
4XX W FULLERTON PKWY,< 1
4XX W FULLERTON PKWY,< 1
4XX W FULLERTON PKWY,<0.5
4XX W FULLERTON PKWY,<0.5
4XX W GRANT PL,< 1
4XX W GRANT PL,4.8
4XX W GRANT PL,< 1
4XX W HURON ST,< 1
4XX W HURON ST,< 1
4XX W HURON ST,<0.5
4XX W MELROSE 8B ST,< 1
4XX W MELROSE ST,< 1
4XX W MELROSE ST,< 1
4XX W MELROSE ST,1.5
4XX W MELROSE ST,1.3
4XX W MELROSE ST,1
4XX W MELROSE ST,<0.5
4XX W MELROSE ST,<0.5
4XX W MENOMONEE ST,6
4XX W MENOMONEE ST,0.7
4XX W NORTH AVE,< 1
4XX W OAK ST,<0.5
4XX W OAKDALE AVE,< 1
4XX W OAKDALE AVE,< 1
4XX W OAKDALE AVE,< 1
4XX W OAKDALE AVE,< 1
4XX W OAKDALE AVE,< 1
4XX W OAKDALE AVE,<0.5
4XX W OAKDALE AVE,1.3
4XX W OAKDALE AVE,0.6
4XX W ONTARIO #1706 ST,< 1
4XX W ONTARIO ST,<0.5
4XX W ONTARIO ST,<0.5
4XX W ONTARIO ST,<1.0
4XX W ONTARIO ST,<1.0
4XX W ROOT ST,<1.0
4XX W ROOT ST,<0.5
4XX W ROSCOE ST,< 1
4XX W ROSCOE ST,< 1
4XX W ROSCOE ST,<0.5
4XX W ROSLYN PL,< 1
4XX W ROSLYN PL,< 1
4XX W ROSLYN PL,2.8
4XX W ROSLYN PL,1.8
4XX W ROSLYN PL,<0.5
4XX W SAINT JAMES PL,< 1
4XX W ST JAMES PL,< 1
4XX W ST JAMES PL,< 1
4XX W ST JAMES PL,1.1
4XX W ST JAMES PL,4.2
4XX W ST JAMES PL,<0.5
4XX W SUPERIOR ST,< 1
4XX W SURF ST,< 1
4XX W SURF ST,< 1
4XX W SURF ST,< 1
4XX W SURF ST,< 1
4XX W SURF ST,<1.0
4XX W SURF ST,2.3
4XX W SURF ST,<0.5
4XX W Surf St,<0.5
4XX W WEBSTER AVE,< 1
4XX W WEBSTER AVE,< 1
4XX W WEBSTER AVE,< 1
4XX W WEBSTER AVE,2
4XX W WEBSTER AVE,See Follow-Up Sequential Sampling Table for Results
4XX W WEBSTER AVE,1
4XX W WELLINGTON AVE,1.13
4XX W WELLINGTON AVE,< 1
4XX W WELLINGTON AVE,< 1
4XX W WELLINGTON AVE,< 1
4XX W WELLINGTON AVE,< 1
4XX W WINNECONNA PKWY,< 1
4XX W WISCONSIN ST,2.1
4XX W WISCONSIN ST,< 1
4XX W WISCONSIN ST,1.6
4XX W WRIGHTWOOD AVE,< 1
4XX W WRIGHTWOOD AVE,< 1
4XX W WRIGHTWOOD AVE,<0.5
4XX W WRIGHTWOOD AVE,1.3
4XX W Wrightwood Ave,<0.5
4XX W WRIGHTWOOD AVE,<0.5
50XX N ALBANY AVE,1.8
50XX N ALBANY AVE,1.3
50XX N ASHLAND AVE,<0.5
50XX N ASHLAND AVE,3
50XX N AUSTIN AVE,< 1
50XX N AVERS AVE,4
50XX N AVERS AVE,1.8
50XX N AVERS AVE,15
50XX N AVERS AVE,8.4
50XX N AVERS AVE,See Follow-Up Sequential Sampling Table for Results
50XX N AVERS AVE,See Follow-Up Sequential Sampling Table for Results
50XX N AVERS AVE,15
50XX N AVERS AVE,See Follow-Up Sequential Sampling Table for Results
50XX N AVERS AVE,4
50XX N AVERS AVE,4.9
50XX N AVERS AVE,See Follow-Up Sequential Sampling Table for Results
50XX N AVERS AVE,8.4
50XX N AVERS AVE,7
50XX N BERNARD ST,3.4
50XX N BERNARD ST,5.7
50XX N BERNARD ST,4
50XX N BERNARD ST,4.3
50XX N BERNARD ST,3.3
50XX N BERNARD ST,4.8
50XX N BERNARD ST,See Follow-Up Sequential Sampling Table for Results
50XX N BERNARD ST,4.8
50XX N BERNARD ST,<0.5
50XX N BERNARD ST,7.5
50XX N BERNARD ST,7.5
50XX N BROADWAY ST,< 1
50XX N CALIFORNIA AVE,1.3
50XX N CALIFORNIA AVE,2.3
50XX N CALIFORNIA AVE,2.1
50XX N CALIFORNIA AVE,< 1
50XX N CALIFORNIA AVE,2.4
50XX N CENTRAL PARK AVE,< 1
50XX N CICERO AVE,<0.5
50XX N CLAREMONT AVE,< 1
50XX N CLAREMONT AVE,< 1
50XX N CLAREMONT AVE,<0.5
50XX N DAMEN AVE,1.1
50XX N DRAKE AVE,5.4
50XX N DRAKE AVE,See Follow-Up Sequential Sampling Table for Results
50XX N DRAKE AVE,5.4
50XX N DRAKE ST,2.3
50XX N FRANCISCO AVE,4.1
50XX N FRANCISCO AVE,2.5
50XX N FRANCISCO AVE,4.6
50XX N FRANCISCO AVE,4.5
50XX N FRANCISCO AVE,8.2
50XX N FRANCISCO AVE,3.2
50XX N FRANCISCO AVE,16
50XX N GLENWOOD AVE,< 1
50XX N GLENWOOD AVE,<1.0
50XX N GLENWOOD AVE,<0.5
50XX N GLENWOOD AVE,<0.5
50XX N HAMLIN AVE,3
50XX N HAMLIN AVE,< 1
50XX N HAMLIN AVE,1.7
50XX N HAMLIN AVE,1.2
50XX N HAMLIN AVE,2.7
50XX N HAMLIN AVE,2.9
50XX N HERMITAGE AVE,1.3
50XX N HERMITAGE AVE,< 1
50XX N HERMITAGE AVE,1.3
50XX N HERMITAGE AVE,6.9
50XX N HERMITAGE AVE,2.7
50XX N HERMITAGE AVE,8.2
50XX N HERMITAGE AVE,< 1
50XX N HERMITAGE AVE,2.4
50XX N HERMITAGE AVE,See Follow-Up Sequential Sampling Table for Results
50XX N HERMITAGE AVE,9.6
50XX N KEDVALE AVE,4
50XX N KEDVALE AVE,1
50XX N KEELER AVE,3.2
50XX N KEELER AVE,1.3
50XX N KEELER AVE,0.8
50XX N KEELER AVE,2.8
50XX N Keeler Ave,0.8
50XX N KEELER AVE,6.3
50XX N KENMORE AVE,3.1
50XX N KENNETH AVE,3
50XX N KILBOURN,See Follow-Up Sequential Sampling Table for Results
50XX N KILBOURN,22
50XX N KILBOURN AVE,4.4
50XX N KILBOURN AVE,2.6
50XX N KILBOURN AVE,3.8
50XX N KILBOURN AVE,22
50XX N KILBOURN AVE,9.5
50XX N KILBOURN AVE,See Follow-Up Sequential Sampling Table for Results
50XX N KILDARE AVE,2.8
50XX N KILDARE AVE,3.6
50XX N KILDARE AVE,4.5
50XX N KILDARE AVE,3.2
50XX N KOLMAR AVE,1
50XX N KOSTNER AVE,3.9
50XX N LAWNDALE AVE,< 1
50XX N LAWNDALE AVE,9.4
50XX N LAWNDALE AVE,1.8
50XX N LAWNDALE AVE,< 1
50XX N LAWNDALE AVE,3.9
50XX N LAWNDALE AVE,3.3
50XX N LAWNDALE AVE,1.6
50XX N LAWNDALE AVE,<0.5
50XX N LAWNDALE AVE,1.2
50XX N LEAVITT ST,<1
50XX N LEAVITT ST,<1
50XX N LEAVITT ST,5.9
50XX N LEAVITT ST,< 1
50XX N LEAVITT ST,1.3
50XX N LEAVITT ST,See Follow-Up Sequential Sampling Table for Results
50XX N LEAVITT ST,13
50XX N LINCOLN AVE,< 1
50XX N LINCOLN AVE,< 1
50XX N LINCOLN AVE,< 1
50XX N LOCKWOOD AVE,2
50XX N LONG AVE,5.1
50XX N LONG AVE,3.5
50XX N LOWELL AVE,7.1
50XX N LOWELL AVE,1.1
50XX N LOWELL AVE,1.2
50XX N LOWELL AVE,1.7
50XX N MAJOR AVE,6.5
50XX N MAJOR AVE,1.1
50XX N MANGO AVE,3.7
50XX N MANGO AVE,See Follow-Up Sequential Sampling Table for Results
50XX N MANGO AVE,3.1
50XX N MANGO AVE,12
50XX N MARINE DR,< 1
50XX N MARINE DR,< 1
50XX N MARINE DR,< 1
50XX N MARINE DR,< 1
50XX N MARINE DR,<1.0
50XX N MARMORA AVE,3.2
50XX N MARMORA AVE,1.7
50XX N MARMORA AVE,1.8
50XX N MARMORA AVE,See Follow-Up Sequential Sampling Table for Results
50XX N MARMORA AVE,24
50XX N MARMORA AVE,24
50XX N MCVICKER AVE,1.4
50XX N MCVICKER AVE,5.9
50XX N MEADE AVE,2.9
50XX N MEADE AVE,10
50XX N MELVINA,See Follow-Up Sequential Sampling Table for Results
50XX N MELVINA,630
50XX N MELVINA AVE,1.9
50XX N MELVINA AVE,2
50XX N MELVINA AVE,9.4
50XX N MELVINA AVE,630
50XX N MELVINA AVE,6.9
50XX N MELVINA AVE,2.2
50XX N MENARD AVE,15
50XX N MENARD AVE,See Follow-Up Sequential Sampling Table for Results
50XX N MENARD AVE,6.8
50XX N MENARD AVE,15
50XX N MERRIMAC AVE,< 1
50XX N MERRIMAC AVE,4.1
50XX N MERRIMAC AVE,See Follow-Up Sequential Sampling Table for Results
50XX N MERRIMAC AVE,2.1
50XX N MERRIMAC AVE,1.7
50XX N MERRIMAC AVE,0.7
50XX N MERRIMAC AVE,4.9
50XX N MOBILE AVE,3
50XX N MOBILE AVE,3.9
50XX N MOBILE AVE,2.1
50XX N MOBILE AVE,1.1
50XX N MOBILE AVE,< 1
50XX N MONITOR AVE,1.6
50XX N MONT CLARE AVE,1
50XX N MONT CLARE AVE,< 1
50XX N MONT CLARE AVE,< 1
50XX N MONT CLARE AVE,1.8
50XX N MONTICELLO AVE,1.6
50XX N MONTICELLO AVE,4.4
50XX N MONTICELLO AVE,3.3
50XX N MONTICELLO AVE,1.5
50XX N MOODY,See Follow-Up Sequential Sampling Table for Results
50XX N MOODY,5.4
50XX N MOODY AVE,7.9
50XX N MOODY AVE,5.4
50XX N MOZART AVE,See Follow-Up Sequential Sampling Table for Results
50XX N MOZART AVE,4.5
50XX N MOZART AVE**,See Follow-Up Sequential Sampling Table for Results
50XX N MOZART AVE**,See Follow-Up Sequential Sampling Table for Results
50XX N MOZART ST,1.7
50XX N MOZART ST,2.3
50XX N MOZART ST,4.8
50XX N MOZART ST,4.8
50XX N MOZART ST,3.6
50XX N MOZART ST,3.2
50XX N MULLIGAN AVE,< 1
50XX N MULLIGAN AVE,5.1
50XX N MULLIGAN AVE,< 1
50XX N MULLIGAN AVE,3.1
50XX N MULLIGAN AVE,10
50XX N NAGLE AVE,1
50XX N NAGLE AVE,2.9
50XX N NASHVILLE AVE,2.9
50XX N NASHVILLE AVE,12
50XX N NASHVILLE AVE,7.4
50XX N NATCHEZ,See Follow-Up Sequential Sampling Table for Results
50XX N NATCHEZ,5.7
50XX N NATCHEZ AVE,5.7
50XX N NATOMA AVE,< 1
50XX N NATOMA AVE,3.5
50XX N NATOMA AVE,<0.5
50XX N NEENAH AVE,2.4
50XX N NEVA AVE,1.3
50XX N NEVA AVE,4.5
50XX N NEW ENGLAND AVE,2.3
50XX N NEWCASTLE AVE,4.2
50XX N NEWLAND AVE,2.5
50XX N NORDICA,See Follow-Up Sequential Sampling Table for Results
50XX N NORDICA AVE,2.7
50XX N NORDICA AVE,2.8
50XX N NORDICA AVE,1.8
50XX N NORDICA AVE,13
50XX N NORDICA AVE,3.4
50XX N NORDICA AVE,See Follow-Up Sequential Sampling Table for Results
50XX N NORDICA AVE,See Follow-Up Sequential Sampling Table for Results
50XX N NORDICA AVE,1.8
50XX N NORDICA AVE,13
50XX N NORDICA AVE,3.7
50XX N NORDICA AVE,Customer declined further testing
50XX N Nordica Ave,4.5
50XX N NORDICA AVE,3.4
50XX N NORDICA AVE,3.2
50XX N NORDICA AVE,3.4
50XX N NORMANDY,See Follow-Up Sequential Sampling Table for Results
50XX N NORMANDY,5.3
50XX N NORMANDY AVE,< 1
50XX N NORMANDY AVE,< 1
50XX N NORMANDY AVE,5.3
50XX N NOTTINGHAM AVE,8.5
50XX N NOTTINGHAM AVE,3.9
50XX N NOTTINGHAM AVE,See Follow-Up Sequential Sampling Table for Results
50XX N NOTTINGHAM AVE,4.1
50XX N NOTTINGHAM AVE,7.4
50XX N OAK PARK AVE,2.5
50XX N OAK PARK AVE,1.1
50XX N OAK PARK AVE,3.1
50XX N OAK PARK AVE,3
50XX N OAKLEY AVE,< 1
50XX N OAKLEY AVE,< 1
50XX N OAKLEY AVE,2.1
50XX N OAKLEY AVE,< 1
50XX N OAKLEY AVE,5
50XX N OAKLEY AVE,< 1
50XX N OAKLEY AVE,2
50XX N OAKLEY AVE,1.1
50XX N OAKLEY AVE,1.3
50XX N OAKLEY AVE,1
50XX N OLYMPIA AVE,< 1
50XX N OLYMPIA AVE,1.7
50XX N OLYMPIA AVE,<0.5
50XX N OTTAWA AVE,< 1
50XX N OTTAWA AVE,1.7
50XX N OTTAWA AVE,< 1
50XX N OTTAWA AVE,<0.5
50XX N RAVENSWOOD AVE,<1
